"","Date","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustSpeed","RainToday","RISK_MM","RainTomorrow","WindDir","Humidity","Pressure","Cloud","Temp","Wind.Direction..degTN.","Wind.Speed..m.s.","Wind.Sigma.Theta..deg.","Wind.Speed.Std.Dev..m.s.","Air.Temperature..degC.","Relative.Humidity....","Nitrogen.Oxide..ppm.","Nitrogen.Dioxide..ppm.","Nitrogen.Oxides..ppm.","Carbon.Monoxide..ppm.","PM10..ug.m.3.","PM2.5..ug.m.3."
"138",17697,11.7,23.7,0,2.8,9.6,28,1,0,1,12,46.5,1020.05,0.5,19.7,258.5,1.6,34.05,0.9,19.4,44.85,0.036,0.0235,0.059,0.25,18.95,8.25
"139",17698,6.9,23.2,0,4.4,9.7,22,1,0,1,10.5,36.5,1019.4,3.5,18.9,263,2,33.95,0.95,17.8,40.45,0.023,0.019,0.042,0.25,18.25,6.95
"140",17699,8.7,20.5,0,4,9.3,44,1,0,1,14,29,1017.75,1,18.1,269,3.35,30.15,1.6,16.7,31.5,0.0095,0.0085,0.0175,0.15,11.95,2.7
"141",17700,9.8,18.5,0,7.2,9.8,41,1,0,1,15,38.5,1017.3,1,15.65,247,3.65,25.05,1.65,14.35,41.7,0.0225,0.0145,0.037,0.2,11.75,3.95
"142",17701,8.5,20.2,0,5.2,9.9,37,1,0,1,16,37.5,1017.25,0.5,17.05,251.5,3.25,22.55,1.35,15.9,39.45,0.028,0.017,0.0445,0.25,10.4,4.3
"143",17702,8.7,22.4,0,6.2,6.7,24,1,0,1,12.5,47,1021.65,4,18.35,208,2.35,30.85,1.05,17.25,49.7,0.022,0.022,0.037625,0.3,14.1,5.15
"144",17703,10.4,22.2,0,4,8.3,19,1,0,1,7,52,1024.35,4,18.4,182,2.1,28.15,0.95,17.45,55.05,0.0205,0.0175,0.038,0.25,14.9,6.8
"145",17704,10.7,22.7,0,3.6,9.5,24,1,0,1,7,56.5,1025.6,1,18.6,166,2.1,32,1.05,17.5,58.7,0.0225,0.0165,0.0385,0.25,15.15,5.45
"146",17705,9.1,23.1,0,3.4,9.2,19,1,0,1,7.5,55,1024.35,1,17.9,138,1.55,39,0.85,17,59.25,0.016,0.0145,0.0305,0.25,15.7,7.8
"147",17706,8.6,23.4,0,3.8,9.3,17,1,0,1,7.5,47,1023.55,1,18.25,207.5,1.2,75.55,0.95,17.35,49.95,0.012,0.012,0.024,0.3,16.5,11.65
"148",17707,10.3,21.6,0,3.2,6.4,28,1,0.8,1,9.5,60.5,1027,6.5,16.85,175,1.9,30.85,0.9,15.95,64.15,0.02,0.0165,0.036,0.2,21.1,11.15
"149",17708,13.4,22,0.8,2.6,3.8,26,1,1,1,11,59.5,1029,7.5,18.1,163,1.55,36,0.85,17.65,60.45,0.0285,0.023,0.051,0.25,23.35,11.15
"150",17709,14.1,16.9,1,3,0,13,1,7.4,2,14,84,1027.2,7.5,15.8,229,1.3,30.4,0.65,14.75,85.3,0.0275,0.0275,0.04625,0.25,20.8,11.75
"151",17710,13.8,22,7.4,0.8,1.3,15,2,0,1,14.5,77,1023.2,5,18.35,291,0.95,72,0.65,17.4,77.8,0.0355,0.023,0.0585,0.2,13.6,7.35
"152",17711,12.4,23.7,0,1.2,7.6,15,1,0.2,1,11,78.5,1022,5,18.45,129.5,1.55,30.8,0.7,16.95,79.75,0.03034375,0.01825,0.04740625,0.25,18.3,7.6875
"153",17712,12.9,24.6,0.2,2,4.1,17,1,0,1,8.5,67,1024.2,7.5,19.55,143.5,1.75,28.1,0.8,18.4,70.75,0.0145,0.012,0.026,0.15,13.3,9.3
"154",17714,14.8,24.4,6.4,1.8,7.3,17,2,0,1,11.5,64,1023.7,3.5,20.9,206,1.7,35.8,0.9,19.55,65.9,0.0275,0.0195,0.047,0.15,10.15,5.7
"155",17715,13.3,23.3,0,3,9.9,30,1,0,1,14,54.5,1022.65,2.5,19.8,226,2.55,27.45,1.1,18.9,57.55,0.024,0.02,0.0435,0.1,11.3,5.75
"156",17716,14.8,24,0,4,9.2,24,1,3.2,2,8.5,66.5,1023.1,2.5,20.2,181,2,32,1,19.65,68.1,0.023,0.018,0.0405,0.15,12.575,6.625
"157",17717,15.4,22.9,3.2,3.4,3.7,24,2,8.6,2,9,91,1022.6,4.5,18.8,146.5,0.9,86,0.6,17.85,90.05,0.0235,0.0255,0.046125,0.3,19.45,12.05
"158",17718,17.6,23.9,8.6,2,7.1,26,2,2.6,2,5,76,1017.65,5,22.05,34,1.8,34.25,0.9,21.2,77.2,0.0125,0.017,0.029,0.1,22.5,8.8
"159",17719,18.2,24.9,2.6,1.6,2.6,30,2,0.2,1,10.5,71.5,1012.9,6.5,22.35,147,1.8,32.85,0.85,21.65,70.8,0.018,0.015,0.0325,0.15,12.5,6.45
"160",17720,9.7,20.4,0.2,5.6,9.8,33,1,0,1,15,33.5,1018.85,0,16.9,253,2.85,23.25,1.2,15.95,36.65,0.0105,0.0105,0.021,0.1,10.25,4.65
"161",17721,9,20.6,0,6.4,9.2,26,1,0,1,14,40.5,1021.5,3.5,16.7,245.5,1.45,42.1,0.8,15.75,43.5,0.020125,0.022,0.03525,0.15,13.55,6.4
"162",17722,9,22.2,0,2.4,6.9,20,1,0,1,11.5,56.5,1023.25,5,16.85,178,1.85,32.3,0.95,16.4,57.1,0.024,0.0175,0.041,0.15,14.1,7.45
"163",17723,10.7,20.8,0,3.4,3.4,19,1,2.4,2,14,76,1022.5,6,16.2,271.5,1.85,27.15,0.75,15.25,77.75,0.02540625,0.02175,0.0450625,0.2,18.7,10.6
"164",17725,11,21.7,0,2.8,10.1,28,1,0,1,14.5,36,1016.75,0,18.55,248,2.1,27.35,0.95,17.8,36.3,0.025,0.023,0.0475,0.25,10.85,5.6
"165",17726,6.7,21,0,5,9.9,17,1,0,1,14,36.5,1018.1,0.5,16.55,222.5,1.3,45.15,0.75,15.85,38.2,0.0155,0.0145,0.0295,0.2,8.65,4.75
"166",17727,5.2,21.6,0,3,9.9,15,1,0,1,7.5,49,1017.8,1,15.3,150,2,26.55,0.8,14.2,51.75,0.009,0.01,0.019,0.15,12.1,8.05
"167",17728,7.3,23.6,0,2.8,9.2,17,1,0,1,10,45,1014.7,2,18.25,264,1.1,42.65,0.55,17.45,46.7,0.0195,0.02325,0.062,0.2625,16.3,8.9
"168",17729,7.1,24.3,0,4.8,10,17,1,0,1,9.5,29,1018.9,0,19.15,119.5,1.3,88.3,0.65,18.25,31.55,0.02415625,0.0295,0.0595,0.265625,25.15,10.95
"169",17730,6.2,25,0,3.2,9.9,17,1,0,1,13,39,1020.15,0,17.75,143.5,1.2,43.45,0.65,17.8,40.55,0.034,0.0240625,0.061,0.3,21.9,12
"170",17731,6.3,23.8,0,2.6,9.8,22,1,0,1,8.5,46.5,1020.2,0,16.95,145,1.75,29.35,0.75,16.3,51.35,0.0174140625,0.028,0.062,0.26640625,26.525,9.8375
"171",17733,9.8,20.2,0,4.8,10,30,1,0,1,9,35.5,1021.25,1,16.45,157.5,1.55,42.3,0.9,15.8,38.45,0.01,0.012,0.021,0.15,14.65,6.5
"172",17734,7.8,20.7,0,3.6,9.3,22,1,0,1,9,51,1022.25,4.5,16.35,172.5,2.1,30.5,0.9,15.85,52.25,0.0075,0.0085,0.016,0.15,13.05,7.1
"173",17735,8.2,22.2,0,3.2,9.6,17,1,0,1,9,53.5,1020.3,1.5,16.95,146.5,1.65,30.9,0.75,16.4,56.85,0.022,0.025,0.04425,0.2125,22.45,9.525
"174",17736,8.5,24.1,0,3.2,9.9,17,1,0,1,9.5,61,1018.35,0,17.85,151.5,1.55,30.5,0.7,16.8,63.2,0.0295,0.0225,0.051,0.25,28.85,13.7
"176",17738,13.5,26.3,0.8,1.2,9,19,1,0.2,1,9,48.5,1017.7,1,21.3,161.5,1.8,30.65,0.9,21.05,47.7,0.02278125,0.0275,0.0605,0.23203125,24.63125,10.4078125
"177",17739,11.4,25.6,0.2,3.8,9.7,22,1,0,1,9.5,64.5,1017.25,0.5,19.85,129.5,2.15,28.9,0.95,18.9,66.3,0.024,0.024,0.0475,0.2275390625,24.5,9.632421875
"178",17740,11.6,26.4,0,3.2,9.7,19,1,0,1,8.5,59,1016.35,0.5,21.65,199,1.25,98.15,0.65,21.15,61.1,0.012,0.0155,0.027,0.2,16.65,9.3
"179",17741,12.4,26.4,0,3,8.7,37,1,1.4,2,7.5,65.5,1015.15,1.5,21.15,210,1.5,92.85,0.75,20.4,66.95,0.0075,0.012,0.019,0.2,19.85,7.8662109375
"180",17742,11.8,23.7,1.4,3,10.3,31,2,0,1,15,36,1016.5,0,21,260.5,2.15,31.45,1,20.4,37.65,0.029,0.0225,0.0515,0.25,14.85,7.7
"181",17743,8.4,23.3,0,6.4,10.1,17,1,0,1,9.5,37.5,1019.75,0,18.45,133.5,2,26.45,0.9,22.45,39.45,0.01675,0.022,0.0385,0.2,21.95,7.63310546875
"182",17744,7,24.7,0,4,10.2,19,1,0,1,9,42,1019.65,3,17.75,153.5,2.15,26.65,0.95,23.65,41.1,0.0265,0.027,0.0535,0.2,23.7,11.55
"183",17745,9.1,23,0,3,10,24,1,0,1,7,52,1022,0.5,18.05,171.5,1.8,33.75,0.9,23.9,52.3,0.021375,0.0215,0.04225,0.1625,25.6,9.966552734375
"184",17746,11.1,23.9,0,4.8,10,20,1,0,1,9.5,55.5,1020.4,1,19.45,135,2,27.8,0.85,25.05,56.85,0.0185,0.0195,0.038,0.15,25.4,10.0457763671875
"185",17747,11.7,27.1,0,2.8,9.8,19,1,0,1,12,48,1016.55,1,23.7,130.5,1.35,101.05,0.75,29.15,48.4,0.0135,0.0185,0.032,0.2,20.7375,10.65
"186",17748,10.3,25.3,0,5.4,10,19,1,0,1,9,44,1017.3,0,20.35,149,2,25.7,0.85,25.4,49.85,0.009,0.0125,0.0215,0.15,23.121875,12.75
"187",17749,11.5,27.6,0,3.6,9.1,31,1,2.8,2,9,68.5,1012.25,1,21.2,146.5,2.1,26.2,0.9,26.3,70.55,0.0305,0.0205,0.051,0.2,25,9.2875
"188",17750,15.9,22.9,2.8,3.6,4.1,43,2,0.2,1,15,33.5,1013.8,7,18.55,253.5,3.05,23.55,1.3,24.2,34.45,0.017875,0.0225,0.052,0.15,21.35,7.05
"189",17751,7,22.6,0.2,7,10.3,19,1,0,1,10.5,32.5,1017.95,0,18.4,144,1,71.15,0.9,24.35,34.4,0.032,0.0225,0.0545,0.2,18.3875,9.05
"190",17752,7.3,23,0,4.8,10.2,22,1,0,1,11.5,36,1021.25,0.5,18.6,183.5,1.8,38.65,0.95,24.45,38.8,0.0315,0.0245,0.056,0.2,24.05,12.3
"191",17753,9.5,23.4,0,4.8,10.3,20,1,0,1,7,45,1022.45,1,19.1,164,1.9,29.5,0.85,24.85,47.5,0.025,0.0235,0.048,0.2,23,11.25
"192",17754,11,24.9,0,4,8.2,26,1,0,1,9,59,1018.35,4,19.25,137,1.95,28.35,0.85,25.2,57.8,0.015,0.0175,0.032,0.15,23.3,12.45
"193",17755,11.6,24.4,0,4.4,10.5,46,1,0,1,11,37,1015.35,0.5,21.65,283,2.15,58.05,1.35,27.05,38.9,0.0095,0.0125,0.0215,0.1,19.5,8.35
"194",17756,7.9,22.5,0,9.8,10.5,19,1,0,1,12.5,20,1021.35,0,18.2,232.5,1.95,33.05,0.95,24.15,21.35,0.03,0.0225,0.0525,0.2,13.15,6.9
"195",17757,6.8,22.7,0,4.6,10.5,24,1,0,1,7.5,42,1023.2,0,17.8,138.5,1.95,29.55,0.85,23.85,43.2,0.023,0.0245,0.0475,0.15,26.95,10.8
"196",17758,7.6,25.2,0,3.8,10.3,20,1,0,1,11,47.5,1018.8,0,19.2,141,1.6,35.95,0.85,24.8,51.8,0.0095,0.0145,0.024,0.05,30.8,11.9
"197",17760,8.6,29.3,0,4.8,10.7,24,1,0,1,16,26.5,1012.9,1,22.85,241,2.05,33,0.9,28.95,28,0.034,0.0235,0.0575,0.15,23.95,9.8
"198",17761,9.4,28.1,0,4.6,10.6,31,1,0,1,14,30.5,1014.7,0.5,22.7,249,2.25,31.5,1.1,28.9,30.85,0.018,0.0175,0.0355,0.1,22.3,9.4
"199",17762,8.5,22.8,0,5.6,11.1,52,1,0,1,16,21.5,1013.95,0,21.1,248.5,3.8,29.75,1.7,26.25,23.25,0.0105,0.0105,0.0205,0,23,4.7
"200",17763,10.4,21.9,0,13.4,10.8,33,1,0,1,14.5,19,1017.45,0,17.55,240,2.9,37.55,1.25,22.9,22.3,0.0235,0.0185,0.0415,0.15,19.75,6.3
"201",17764,6.8,23.8,0,5.2,10.9,22,1,0,1,14,18,1016.25,0.5,19.25,256.5,2.25,28.9,1,25.1,20.15,0.0295,0.024,0.0535,0.2,21.35,7.8
"202",17765,5.2,24.4,0,6.6,10.9,33,1,0,1,13.5,17.5,1014.85,0,20.65,258,2.5,37.1,1.35,26.3,19.25,0.0235,0.021,0.044,0.15,17.1,5.75
"203",17766,8.7,23.1,0,5.8,10.7,24,1,0,1,7.5,44.5,1018.55,1,18.8,161.5,1.85,33.65,0.95,24.55,46.15,0.0215,0.0215,0.043,0.15,32.25,14.45
"204",17767,10.8,24.5,0,4.4,10.5,26,1,0.8,1,7.5,54,1021.2,1,20.05,37.5,1.35,71.65,0.9,26,56.25,0.017,0.0215,0.0385,0.15,23.25,11.8875
"205",17768,12.4,22.5,0.8,4.4,5.1,28,1,11.2,2,7.5,60,1020.9,6,19.25,157.5,2.05,31.85,1,24.6,61.75,0.0125,0.0135,0.025,0.1,17,12.05
"206",17769,14,20.2,11.2,2.4,1.5,15,2,10.6,2,11,80.5,1015.35,7.5,17.35,258.5,0.95,55.35,0.6,22.3,82.65,0.0185,0.018,0.036,0.15,11.3,8.65
"207",17770,9.6,24.4,10.6,2,10.5,28,2,0.2,1,11.5,46.5,1016.4,1.5,20.5,191,2.3,36.7,1.25,25.7,48.85,0.0195,0.0195,0.0385,0.1,7.95,5.3
"208",17771,11.1,22.8,0.2,5,10.7,19,1,0,1,7.5,57.5,1018.45,1.5,19.25,121.5,1.8,37.3,0.9,24.8,56.7,0.019,0.021,0.04,0.1,23.75,12.35
"209",17772,9.6,24.8,0,4.4,11.1,30,1,0,1,12.5,36,1017.1,0,20.6,240.5,1.7,39.5,0.85,26.65,34.3,0.0295,0.023,0.0525,0.2,16.95,9.9
"210",17773,8.7,23.7,0,6.8,10.9,20,1,0,1,7.5,40,1018.75,1,19.15,149,2.15,28.2,0.95,25,42.4,0.017,0.019,0.036,0.15,19.05,9.1
"211",17775,17.8,27.1,0,7.8,8.7,41,1,0,1,15,31,1011.4,2.5,23.3,267,2.85,29.45,1.4,28.95,33.15,0.0125,0.0135,0.0255,0.1,23.3625,8.740625
"212",17776,12.2,26.3,0,7.6,10.7,26,1,0,1,7.5,35,1014.8,0.5,22.35,148,2.25,33.25,1.1,27.7,37.9,0.005,0.008,0.0125,0.05,28.5,7.35
"213",17777,12.3,20.6,0,7.4,3,35,1,0.4,1,10.5,68,1020.95,7,18.25,172.5,2.1,37.25,1.2,23.15,70.35,0.0255,0.024,0.0485,0.15,14.8,7.95
"214",17778,12.3,21.7,0.4,4,2,35,1,9.4,2,7.5,62.5,1021.75,7,18.5,157,2.55,36.2,1.45,23.15,68.05,0.0245,0.0205,0.045,0.1,12.3,6.45
"215",17780,12.8,23.2,0,3.6,4.9,19,1,0.4,1,7.5,66.5,1020.15,6.5,18.8,143.5,1.7,32.2,0.85,24.55,69.05,0.036,0.0285,0.0645,0,19.15,7.8
"216",17781,13.4,24.7,0.4,2.8,10,31,1,1.2,2,5.5,64,1018.3,2,21.85,36,2.2,35.25,1.1,27.15,66.45,0.015,0.017,0.0315,0.1,23.3,8.45
"217",17782,17.5,25,1.2,5.2,4.8,22,2,2,2,10.5,78.5,1015.7,7,20.65,127.5,1.5,43.2,0.7,26.1,78.15,0.0205,0.0155,0.035,0,16.8,7.15
"218",17783,14,26.8,2,2.8,10.9,24,2,0,1,8,43,1018.25,0.5,22.6,154.5,1.9,46.6,1.3,27.85,49.95,0.0145,0.0125,0.0265,0.05,9.15,4.5
"219",17784,12.6,25.1,0,4.6,10.8,30,1,0,1,8.5,49.5,1022.35,0.5,21.35,169.5,2.05,37.1,1.1,27.3,50.05,0.021,0.0195,0.0405,0.2,17.3,8.1
"220",17785,12.1,25,0,6.6,9.9,24,1,0,1,6.5,52.5,1022.15,1,21.45,162.5,2.1,35.4,1.1,26.8,53.85,0.0215,0.018,0.039,0.1,24.3,10.9
"221",17786,13.2,24.9,0,4.6,10.2,24,1,0,1,5.5,54.5,1020,2.5,21.05,161.5,1.65,49.7,0.9,27.3,53.85,0.0195,0.0175,0.037,0.1,24.9,11.2
"222",17787,13.5,26.2,0,6,10.7,20,1,0,1,9.5,53,1019.3,0.5,22.2,156.5,1.5,53.8,0.85,28.2,52.5,0.0155,0.019,0.034,0.1,25.1,10.5
"223",17788,14.1,26.4,0,4.8,9.9,24,1,0,1,7,59,1019.7,2,22.6,204,2.05,38.1,1.05,28.45,59.15,0.012,0.017,0.0285,0.1,23.4,11.75
"224",17789,14.4,26.9,0,5.4,10.8,30,1,0,1,10.5,58,1015.45,1,22.9,143,2.15,38.25,0.95,28.4,60.05,0.0105,0.0115,0.022,0,16.925,5.95
"225",17790,15.1,28.3,0,4,9.9,37,1,0,1,7.5,51.5,1011.9,1,23.15,179.5,3.25,27.45,1.5,28.4,46.6,0.0065,0.007,0.0135,0.15,27.16875,11.05
"226",17791,12.9,23.3,0,8.8,10.1,30,1,0,1,7,42.5,1021.15,5,20.65,129.5,2.75,28.65,1.35,25.95,45.1,0.0155,0.0155,0.031,0.15,24.4,7.35
"227",17792,12.2,24.3,0,6.8,8.9,24,1,0,1,10.5,50.5,1021.3,4,20.8,177,1.85,38.5,0.9,26.65,51.7,0.02,0.02,0.0395,0.25,23.7875,10.35
"228",17793,12.5,25.1,0,5.2,10.8,28,1,0,1,10.5,54.5,1016.1,1,21.85,33,2.15,92.6,1.05,28.15,55.25,0.0115,0.014,0.025,0.05,22.4,8.15
"229",17794,15.1,28.7,0,6.6,10.5,24,1,0,1,5.5,50,1013,2,24.4,153.5,1.95,38.3,1.1,30.15,50.7,0.016,0.0185,0.0345,0.05,26.0125,10.8
"230",17795,13.3,24.5,0,5.8,10.9,33,1,0,1,5,44,1024.4,1,21.55,135,3.25,28.6,1.35,26.65,45.6,0.0155,0.0155,0.031,0,18.7,5.3
"231",17796,12.2,25.1,0,7.8,10.2,26,1,0,1,7,49.5,1025.75,1,22.1,118.5,2.3,34.05,1.25,27.75,50.6,0.005,0.0075,0.012,0.1,17.45,7
"232",17797,13.1,26.1,0,6.4,10.9,22,1,0,1,9,52.5,1022.25,1,22.5,194.5,1.85,59.6,0.9,28.2,53.1,0.0035,0.007,0.0105,0.1,15.05,6.6
"233",17798,13.9,25.6,0,5.8,7.8,44,1,0,1,6.5,53.5,1022.4,5.5,22.25,138.5,2.55,34,1.3,27.2,54.9,0.0125,0.015,0.027,0.15,23.75,7.3
"234",17801,14.1,24.2,0,5.6,3.2,20,1,0,1,2.5,61,1019.2,4.5,21.75,78,1.3,48.65,0.75,27.45,60.8,0.01,0.0135,0.0235,0.05,20.5,8.4
"235",17802,15.9,26.8,0,3.2,8.7,26,1,0,1,5,60,1019.85,4,23.9,205.5,1.95,31.05,0.9,29.45,61.85,0.0155,0.018,0.033,0.2,22.95,10.5
"236",17803,16.5,28.9,0,5.4,8.4,28,1,2.2,2,6.5,60,1019.6,3,23.8,207.5,2.15,34.1,1.05,28.75,65.1,0.0055,0.009,0.0145,0.1,16.2,6.65
"237",17804,16.9,20.8,2.2,6.6,1.8,30,2,9.6,2,7,80,1024.9,7.5,17.9,171,2.65,25.55,1.2,23.1,79.65,0.0105,0.0125,0.023,0.15,15.6,6.65
"238",17805,12.9,24.3,9.6,2,11.5,33,2,0,1,5,46,1025.6,1,21.95,148,2.4,34.5,1.15,27.15,48.1,0.0065,0.0075,0.0135,0.2,9.8,3.25
"239",17806,13.1,24.7,0,7.4,11.4,31,1,0,1,7,47.5,1025.8,2,22,132.5,2.55,32.15,1.25,27.8,46.6,0.015,0.014,0.029,0.2,14.15,5.05
"240",17807,12.5,26,0,7,11.4,26,1,0,1,5.5,52,1020.7,1,22.5,103,1.35,65,0.9,28.6,51.45,0.015,0.016,0.031,0.25,23.35,8.2
"241",17808,12.8,26.1,0,6,11.4,26,1,0,1,6.5,52.5,1015.95,2,23.3,38,2.15,34.05,1,29.2,53.9,0.0115,0.014,0.025,0.15,24,7.55
"242",17809,17.8,25.3,0,6.8,4.8,17,1,16.8,2,5,46.5,1015.9,6.5,23.25,46,1.6,32.85,0.75,28.2,53.45,0.015,0.0225,0.0375,0.1625,17.25,6.15
"243",17810,16,22.4,16.8,4.6,2,17,2,10.8,2,6,81.5,1017.1,7.5,19.4,178,1,46.95,0.6,24.8,81.85,0.0115,0.0125,0.024,0.15,12.1,8.55
"244",17811,15.2,24.1,10.8,2.4,9.6,20,2,1,1,6.5,61,1018.45,5.5,22.85,128.5,1.8,33.35,0.85,27.9,63.4,0.004,0.007,0.011,0.1,8.3,3.65
"245",17812,14.9,27.5,1,5.2,10.5,30,1,10,2,1.5,55.5,1016.6,5,24.35,153,1.8,68.6,1,30.15,57.45,0.01,0.014,0.024,0.1,15.7,7.95
"246",17813,15.9,26.3,10,5.4,7.4,28,2,0.2,1,9.5,66,1015.05,6,23.1,184.5,1.55,40.5,0.85,29.15,65.75,0.0135,0.0165,0.0295,0.2,14.8,8.55
"247",17814,16.5,28.5,0.2,4.4,10.4,35,1,1.2,2,5.5,60,1011.85,1,25.75,196,1.9,35.7,0.9,31.6,60.8,0.0165,0.0195,0.036,0.15,17.45,12.5
"248",17815,18,25.5,1.2,6.6,3.8,31,2,8.4,2,6.5,70.5,1016.3,6.5,21.6,151,2.35,31.25,1.3,26.65,72.55,0.0195,0.021,0.04,0.15,10,6.45
"249",17817,15.4,19.7,16.2,4,0,26,2,16,2,10.5,86.5,1019,8,18.2,163,2.1,19.9,0.8,22.75,88.3,0.015,0.0175,0.032,0.1,6.75,3.4
"250",17818,16,20.8,16,0.6,0,37,2,44.8,2,11,88,1018.35,8,19.35,165.5,2.45,27.7,1.1,24.35,88.25,0.01,0.0125,0.0225,0.05,9.45,5.45
"251",17819,17.6,23.4,44.8,4,1.3,39,2,23.8,2,6,86.5,1016.65,8,20.05,159.5,2.8,26.45,1.25,24.85,88,0.026,0.02,0.046,0.1,12.5,7.2
"252",17820,19,25.9,23.8,4.6,8.6,31,2,1.2,2,1.5,74.5,1017,6.5,23.4,100,2.35,31.85,1.25,28.95,74.7,0.0075,0.0105,0.018,0.05,21.35,7.4
"253",17821,17.9,25.3,1.2,3.6,8.7,20,2,4.8,2,6,68,1016.55,6,23.9,100.5,2.05,30.4,1,29.7,69.2,0.0095,0.0115,0.021,0.1,13.35,5.6
"254",17822,18.1,25.2,4.8,3,3.9,24,2,0.4,1,3.5,75.5,1018.1,7,22.45,55,1.85,35.85,0.95,27.5,78.65,0.0165,0.0165,0.033,0.15,17.95,7.25
"255",17823,17.7,25.9,0.4,5.2,10.6,20,1,0,1,1,59,1018.55,6,24.7,70,1.3,48.5,0.7,30.7,57.55,0.0055,0.008,0.0135,0.1,14.25,5.35
"256",17824,17.7,27.6,0,7.2,10,20,1,0.8,1,3,58,1016.4,3,24.55,189.5,1.5,42.9,0.75,30.75,58.3,0.0065,0.0105,0.017,0.2,13.65,6.15
"257",17825,19.2,28.2,0.8,4.8,5.6,50,1,8.2,2,15,72,1013.75,7,23.6,236.5,2.4,36,1.45,27.3,74.3,0.008,0.013,0.021,0.2,12.05,7.55
"258",17826,15.1,28,8.2,7.2,12.1,24,2,0,1,7,62.5,1015.15,2,24.35,168.5,2.25,31.05,1,30.4,63,0.0125,0.0155,0.028,0.15,15.7,9.45
"259",17827,17.5,28.9,0,4.6,11.8,22,1,0,1,9,59.5,1015.45,1.5,25.5,154,1.95,44.6,0.9,31.7,59.55,0.0135,0.0155,0.029,0.15,17.6,8
"260",17828,18.3,32.5,0,6,11.9,20,1,0,1,7,59.5,1015.25,1,27.55,143,1.95,43.35,1.05,33.8,57.8,0.0105,0.0205,0.0305,0.2,20.5,11.2
"261",17829,18.9,27.9,0,6.2,9.4,28,1,0.6,1,6,63,1018.15,4,26,95.5,1.45,56.2,0.9,31.65,63.4,0.008,0.0145,0.022,0.1,35.15,12.1875
"262",17830,18,30.2,0.6,6.8,11.9,37,1,0,1,3.5,54,1011,1,29,197.5,1,82.5,1,35,55.5,0.011,0.0205,0.0315,0.2,30.4,14.046875
"263",17831,19.3,28.6,0,7.2,12.3,22,1,0,1,2,53.5,1012.45,2,26,102.5,2.1,42.65,1,32,49.6,0.0025,0.0065,0.009,0.1,20.85,9.9
"264",17833,18.5,29.425,0.8,6.2,0,24,1,3.6,2,10,79.5,1016.95,8,19.7,149,2.55,23.05,1.05,24.65,79.75,0.0215,0.0175,0.0385,0.15,17.25,9.25
"265",17836,15.8,27.8,0,6.6,12.7,28,1,0,1,2,55,1022.7,2,25.7,62,2.1,38.75,1.05,31.6,52.15,0.0095,0.011,0.0205,0.15,20.9,10.25
"266",17837,18.2,27.1,0,8.8,11.3,30,1,0,1,5.5,51.5,1023.75,2,25.2,45,2.25,37.25,1.15,31.7,49.7,0.009,0.01,0.019,0.15,23.45,5.3
"267",17838,17.7,30.8,0,8.8,12.1,28,1,0,1,5,50.5,1017.75,2.5,26.7,198.5,2.3,38.3,1.15,32.6,52.2,0.005,0.007,0.012,0.1,22.15,9.15
"268",17839,18.5,30.7,0,8,11.1,26,1,0,1,4,55,1011.2,2.5,28.4,54,2.15,38.55,1.05,34.85,54.8,0.0025,0.008,0.01,0.15,36.7,7.9625
"269",17840,21.2,31.3,0,7.4,12.1,30,1,0,1,3.5,62.5,1010.15,2,28.5,37,1.85,109.3,1,34.9,61.95,0.0085,0.0155,0.0235,0.15,27.45,8.628125
"270",17841,23.5,32,0,7.4,8.8,24,1,0,1,10.5,67.5,1011.1,7,28.9,199,2.1,37,0.85,35,65.7,0.0125,0.017,0.0295,0.15,27.275,9.87421875
"271",17842,22.4,31.4,0,8.6,11.9,33,1,0.6,1,6,59.5,1008.3,5,29.1,42.5,2.95,27.45,1.2,35.35,57.5,0.009,0.0115,0.0205,0.1,32.25,12.3421875
"272",17843,22.4,25.7,0.6,8.4,3.4,37,1,0,1,15,52.5,1012.3,7,23.85,245.5,2.9,30.95,1.5,28.35,52.5,0.0205,0.0175,0.038,0.25,10.6,3.65
"273",17844,16.3,25.1,0,5.2,10.4,31,1,0,1,3,41.5,1019.15,5.5,23.6,137,2.95,27.95,1.45,28.55,43.8,0.0195,0.0175,0.037,0.2,22.8,7.2
"274",17845,14.1,27.1,0,9.8,12.9,24,1,0,1,1.5,50.5,1016.7,2.5,24.35,78,1.8,44.9,1,30.1,50.25,0.0035,0.0055,0.0085,0.1,14.9,5.65
"275",17846,16.9,27.7,0,9,12.6,28,1,0,1,2,48,1018.25,2,25.95,120.5,2.1,37.3,1,31.8,47.3,0.0035,0.005,0.0085,0.1,11.65,5.35
"276",17847,16.8,27.8,0,8,13,33,1,0,1,5.5,45.5,1019.4,2.5,24.9,133.5,2.9,34.95,1.5,31.1,42.85,0.0135,0.0125,0.0255,0.1,16.9,7.65
"277",17848,16.8,27.1,0,10.2,12.2,33,1,0,1,5.5,52,1018.2,4.5,24.75,114,2.35,33.4,1.25,30.7,53.3,0.0115,0.01,0.0215,0.1,17.8,5.7
"278",17849,17.2,28.3,0,9.4,10.2,22,1,0,1,3.5,54.5,1017.35,4.5,25.75,64,1.8,45.7,1,31.5,57,0.009,0.0105,0.019,0.1,21.45,8.6
